ndc_description,ndc,nadac_per_unit,effective_date,Brand
HUMIRA(CF) 40 MG/0.4 ML SYRINGE,00074024302,3364.22272,2024-07-17,Humira (AbbVie)
HUMIRA(CF) PEN 40 MG/0.4 ML,00074055402,3363.32055,2024-07-17,Humira (AbbVie)
HUMIRA(CF) PEN 80 MG/0.8 ML,00074012402,6726.67818,2024-07-17,Humira (AbbVie)
HUMIRA(CF) PEN CROHN'S-UC-HS STARTER 80 MG/0.8 ML,00074012403,6721.35111,2024-07-17,Humira (AbbVie)
HUMIRA(CF) PEN PS-UV-ADOL HS START 80 MG/0.8 ML-40 MG/0.4 ML,00074153903,4462.442,2024-07-17,Humira (AbbVie)
HUMIRA(CF) PEN PS-UV-ADOL HS START 80 MG/0.8 ML-40 MG/0.4 ML,00074153903,4462.442,2024-07-17,Humira (AbbVie)
HUMIRA(CF) PEN PS-UV-ADOL HS START 80 MG/0.8 ML-40 MG/0.4 ML,00074153903,4462.442,2024-07-17,Humira (AbbVie)
HUMIRA(CF) PEN PS-UV-ADOL HS START 80 MG/0.8 ML-40 MG/0.4 ML,00074153903,4462.442,2024-07-17,Humira (AbbVie)
HUMIRA(CF) PEN PS-UV-ADOL HS START 80 MG/0.8 ML-40 MG/0.4 ML,00074153903,4462.442,2024-07-17,Humira (AbbVie)
HUMIRA(CF) PEN PS-UV-ADOL HS START 80 MG/0.8 ML-40 MG/0.4 ML,00074153903,4462.442,2024-07-17,Humira (AbbVie)
HUMIRA(CF) PEN PS-UV-ADOL HS START 80 MG/0.8 ML-40 MG/0.4 ML,00074153903,4462.442,2024-07-17,Humira (AbbVie)
HUMIRA(CF) PEN PS-UV-ADOL HS START 80 MG/0.8 ML-40 MG/0.4 ML,00074153903,4462.442,2024-07-17,Humira (AbbVie)
HUMIRA PEN 40 MG/0.8 ML,00074433902,3365.48397,2024-07-17,Humira (AbbVie)
HUMIRA(CF) PEN PS-UV-ADOL HS START 80 MG/0.8 ML-40 MG/0.4 ML,00074153903,4462.442,2024-07-17,Humira (AbbVie)
HUMIRA(CF) PEN PS-UV-ADOL HS START 80 MG/0.8 ML-40 MG/0.4 ML,00074153903,4462.442,2024-07-17,Humira (AbbVie)
HUMIRA(CF) PEN PS-UV-ADOL HS START 80 MG/0.8 ML-40 MG/0.4 ML,00074153903,4462.442,2024-07-17,Humira (AbbVie)
HUMIRA(CF) PEN PS-UV-ADOL HS START 80 MG/0.8 ML-40 MG/0.4 ML,00074153903,4462.442,2024-07-17,Humira (AbbVie)
HUMIRA(CF) PEN PS-UV-ADOL HS START 80 MG/0.8 ML-40 MG/0.4 ML,00074153903,4462.442,2024-07-17,Humira (AbbVie)
HUMIRA(CF) PEN PS-UV-ADOL HS START 80 MG/0.8 ML-40 MG/0.4 ML,00074153903,4462.442,2024-07-17,Humira (AbbVie)
HUMIRA(CF) PEN PS-UV-ADOL HS START 80 MG/0.8 ML-40 MG/0.4 ML,00074153903,4462.442,2024-07-17,Humira (AbbVie)
HUMIRA(CF) PEN PS-UV-ADOL HS START 80 MG/0.8 ML-40 MG/0.4 ML,00074153903,4462.442,2024-07-17,Humira (AbbVie)
HUMIRA(CF) PEN PS-UV-ADOL HS START 80 MG/0.8 ML-40 MG/0.4 ML,00074153903,4462.442,2024-07-17,Humira (AbbVie)
HADLIMA(CF) PUSHTOUCH 40 MG/0.4 ML,78206018701,1255.87188,2024-07-17,Hadlima (Organon)
ADALIMUMAB-ADAZ(CF) PEN 40 MG/0.4 ML,61314032720,1592.86,2024-07-17,Unbranded Adalimumab
HUMIRA(CF) PEN PS-UV-ADOL HS START 80 MG/0.8 ML-40 MG/0.4 ML,00074153903,4462.442,2024-07-17,Humira (AbbVie)
HUMIRA(CF) PEN CROHN'S-UC-HS STARTER 80 MG/0.8 ML,00074012403,6721.35111,2024-07-17,Humira (AbbVie)
HUMIRA(CF) 40 MG/0.4 ML SYRINGE,00074024302,3364.22272,2024-07-17,Humira (AbbVie)
HUMIRA PEN 40 MG/0.8 ML,00074433902,3365.48397,2024-07-17,Humira (AbbVie)
HUMIRA(CF) PEN 40 MG/0.4 ML,00074055402,3363.32055,2024-07-17,Humira (AbbVie)
HUMIRA 40 MG/0.8 ML SYRINGE,00074379902,3363.05074,2024-07-17,Humira (AbbVie)
HUMIRA(CF) PEN 40 MG/0.4 ML,00074055402,3363.32055,2024-07-17,Humira (AbbVie)
HUMIRA(CF) PEN 80 MG/0.8 ML,00074012402,6726.67818,2024-07-17,Humira (AbbVie)
HUMIRA(CF) PEN CROHN'S-UC-HS STARTER 80 MG/0.8 ML,00074012403,6721.35111,2024-07-17,Humira (AbbVie)
HUMIRA(CF) PEN PS-UV-ADOL HS START 80 MG/0.8 ML-40 MG/0.4 ML,00074153903,4462.442,2024-07-17,Humira (AbbVie)
HADLIMA(CF) PUSHTOUCH 40 MG/0.4 ML,78206018701,1255.87188,2024-07-17,Hadlima (Organon)
HUMIRA(CF) PEN PS-UV-ADOL HS START 80 MG/0.8 ML-40 MG/0.4 ML,00074153903,4462.442,2024-07-17,Humira (AbbVie)
ADALIMUMAB-ADAZ(CF) PEN 40 MG/0.4 ML,61314032720,1592.86,2024-07-17,Unbranded Adalimumab
HUMIRA(CF) PEN 80 MG/0.8 ML,00074012402,6726.67818,2024-07-17,Humira (AbbVie)
HUMIRA(CF) PEN CROHN'S-UC-HS STARTER 80 MG/0.8 ML,00074012403,6721.35111,2024-07-17,Humira (AbbVie)
HUMIRA(CF) PEN PS-UV-ADOL HS START 80 MG/0.8 ML-40 MG/0.4 ML,00074153903,4462.442,2024-07-17,Humira (AbbVie)
ADALIMUMAB-ADAZ(CF) PEN 40 MG/0.4 ML,61314032720,1592.86,2024-07-17,Unbranded Adalimumab
HUMIRA(CF) 20 MG/0.2 ML SYRINGE,00074061602,3361.63,2024-07-17,Humira (AbbVie)
HUMIRA(CF) PEN 80 MG/0.8 ML,00074012402,6726.67818,2024-07-17,Humira (AbbVie)
HUMIRA(CF) PEN 40 MG/0.4 ML,00074055402,3363.32055,2024-07-17,Humira (AbbVie)
HUMIRA(CF) 40 MG/0.4 ML SYRINGE,00074024302,3364.22272,2024-07-17,Humira (AbbVie)
HUMIRA(CF) 20 MG/0.2 ML SYRINGE,00074061602,3361.63,2024-07-17,Humira (AbbVie)
HUMIRA PEN 40 MG/0.8 ML,00074433902,3365.48397,2024-07-17,Humira (AbbVie)
HUMIRA 40 MG/0.8 ML SYRINGE,00074379902,3363.05074,2024-07-17,Humira (AbbVie)
HADLIMA(CF) PUSHTOUCH 40 MG/0.4 ML,78206018701,1255.87188,2024-07-17,Hadlima (Organon)
HUMIRA(CF) 40 MG/0.4 ML SYRINGE,00074024302,3364.22272,2024-07-17,Humira (AbbVie)
HUMIRA(CF) PEN CROHN'S-UC-HS STARTER 80 MG/0.8 ML,00074012403,6721.28417,2024-08-21,Humira (AbbVie)
HUMIRA PEN 40 MG/0.8 ML,00074433902,3364.99244,2024-08-21,Humira (AbbVie)
HUMIRA(CF) 20 MG/0.2 ML SYRINGE,00074061602,3365.4295,2024-08-21,Humira (AbbVie)
HUMIRA(CF) 40 MG/0.4 ML SYRINGE,00074024302,3363.85957,2024-08-21,Humira (AbbVie)
HUMIRA(CF) PEN 40 MG/0.4 ML,00074055402,3363.67953,2024-08-21,Humira (AbbVie)
HUMIRA(CF) PEN 80 MG/0.8 ML,00074012402,6726.22628,2024-08-21,Humira (AbbVie)
HADLIMA(CF) PUSHTOUCH 40 MG/0.4 ML,78206018701,1256.87639,2024-08-21,Hadlima (Organon)
HUMIRA PEN 40 MG/0.8 ML,00074433902,3364.99244,2024-08-21,Humira (AbbVie)
HUMIRA 40 MG/0.8 ML SYRINGE,00074379902,3363.29379,2024-08-21,Humira (AbbVie)
HUMIRA 40 MG/0.8 ML SYRINGE,00074379902,3363.29379,2024-08-21,Humira (AbbVie)
ADALIMUMAB-ADAZ(CF) PEN 40 MG/0.4 ML,61314032720,1590.04643,2024-08-21,Unbranded Adalimumab
HUMIRA(CF) PEN 80 MG/0.8 ML,00074012402,6726.22628,2024-08-21,Humira (AbbVie)
HADLIMA(CF) PUSHTOUCH 40 MG/0.4 ML,78206018701,1256.87639,2024-08-21,Hadlima (Organon)
HUMIRA(CF) PEN CROHN'S-UC-HS STARTER 80 MG/0.8 ML,00074012403,6721.28417,2024-08-21,Humira (AbbVie)
HADLIMA(CF) PUSHTOUCH 40 MG/0.4 ML,78206018701,1256.87639,2024-08-21,Hadlima (Organon)
HUMIRA(CF) PEN 40 MG/0.4 ML,00074055402,3363.67953,2024-08-21,Humira (AbbVie)
ADALIMUMAB-ADAZ(CF) PEN 40 MG/0.4 ML,61314032720,1590.04643,2024-08-21,Unbranded Adalimumab
HUMIRA(CF) 20 MG/0.2 ML SYRINGE,00074061602,3365.4295,2024-08-21,Humira (AbbVie)
HUMIRA 40 MG/0.8 ML SYRINGE,00074379902,3363.29379,2024-08-21,Humira (AbbVie)
HUMIRA PEN 40 MG/0.8 ML,00074433902,3364.99244,2024-08-21,Humira (AbbVie)
HUMIRA(CF) 20 MG/0.2 ML SYRINGE,00074061602,3365.4295,2024-08-21,Humira (AbbVie)
HUMIRA(CF) 40 MG/0.4 ML SYRINGE,00074024302,3363.85957,2024-08-21,Humira (AbbVie)
HUMIRA(CF) PEN 40 MG/0.4 ML,00074055402,3363.67953,2024-08-21,Humira (AbbVie)
HUMIRA(CF) PEN 80 MG/0.8 ML,00074012402,6726.22628,2024-08-21,Humira (AbbVie)
HUMIRA(CF) PEN CROHN'S-UC-HS STARTER 80 MG/0.8 ML,00074012403,6721.28417,2024-08-21,Humira (AbbVie)
ADALIMUMAB-ADAZ(CF) PEN 40 MG/0.4 ML,61314032720,1590.04643,2024-08-21,Unbranded Adalimumab
ADALIMUMAB-ADAZ(CF) PEN 40 MG/0.4 ML,61314032720,1590.04643,2024-08-21,Unbranded Adalimumab
HUMIRA(CF) 40 MG/0.4 ML SYRINGE,00074024302,3363.85957,2024-08-21,Humira (AbbVie)
HUMIRA(CF) PEN 80 MG/0.8 ML,00074012402,6726.22628,2024-08-21,Humira (AbbVie)
HUMIRA(CF) PEN 40 MG/0.4 ML,00074055402,3363.67953,2024-08-21,Humira (AbbVie)
HUMIRA(CF) 40 MG/0.4 ML SYRINGE,00074024302,3363.85957,2024-08-21,Humira (AbbVie)
HUMIRA(CF) PEN CROHN'S-UC-HS STARTER 80 MG/0.8 ML,00074012403,6721.28417,2024-08-21,Humira (AbbVie)
HUMIRA PEN 40 MG/0.8 ML,00074433902,3364.99244,2024-08-21,Humira (AbbVie)
HUMIRA 40 MG/0.8 ML SYRINGE,00074379902,3363.29379,2024-08-21,Humira (AbbVie)
HADLIMA(CF) PUSHTOUCH 40 MG/0.4 ML,78206018701,1256.87639,2024-08-21,Hadlima (Organon)
HUMIRA(CF) 20 MG/0.2 ML SYRINGE,00074061602,3365.4295,2024-08-21,Humira (AbbVie)
HADLIMA(CF) PUSHTOUCH 40 MG/0.4 ML,78206018701,1256.7875,2024-09-18,Hadlima (Organon)
HUMIRA PEN 40 MG/0.8 ML,00074433902,3364.52102,2024-09-18,Humira (AbbVie)
HUMIRA(CF) 20 MG/0.2 ML SYRINGE,00074061602,3367.27556,2024-09-18,Humira (AbbVie)
HUMIRA(CF) 40 MG/0.4 ML SYRINGE,00074024302,3363.34455,2024-09-18,Humira (AbbVie)
HUMIRA(CF) PEN 40 MG/0.4 ML,00074055402,3363.4365,2024-09-18,Humira (AbbVie)
HUMIRA(CF) PEN 80 MG/0.8 ML,00074012402,6727.5786,2024-09-18,Humira (AbbVie)
HUMIRA(CF) PEN CROHN'S-UC-HS STARTER 80 MG/0.8 ML,00074012403,6730.19722,2024-09-18,Humira (AbbVie)
HUMIRA 40 MG/0.8 ML SYRINGE,00074379902,3362.92792,2024-09-18,Humira (AbbVie)
HUMIRA 40 MG/0.8 ML SYRINGE,00074379902,3362.92792,2024-09-18,Humira (AbbVie)
HADLIMA(CF) PUSHTOUCH 40 MG/0.4 ML,78206018701,1256.7875,2024-09-18,Hadlima (Organon)
HUMIRA PEN 40 MG/0.8 ML,00074433902,3364.52102,2024-09-18,Humira (AbbVie)
HUMIRA(CF) 20 MG/0.2 ML SYRINGE,00074061602,3367.27556,2024-09-18,Humira (AbbVie)
HUMIRA(CF) 40 MG/0.4 ML SYRINGE,00074024302,3363.34455,2024-09-18,Humira (AbbVie)
HUMIRA(CF) PEN 40 MG/0.4 ML,00074055402,3363.4365,2024-09-18,Humira (AbbVie)
HUMIRA(CF) PEN 80 MG/0.8 ML,00074012402,6727.5786,2024-09-18,Humira (AbbVie)
HUMIRA(CF) PEN CROHN'S-UC-HS STARTER 80 MG/0.8 ML,00074012403,6730.19722,2024-09-18,Humira (AbbVie)
ADALIMUMAB-ADAZ(CF) PEN 40 MG/0.4 ML,61314032720,1592.01806,2024-09-18,Unbranded Adalimumab
ADALIMUMAB-ADAZ(CF) PEN 40 MG/0.4 ML,61314032720,1592.01806,2024-09-18,Unbranded Adalimumab
HADLIMA(CF) PUSHTOUCH 40 MG/0.4 ML,78206018701,1256.7875,2024-09-18,Hadlima (Organon)
HUMIRA(CF) PEN 80 MG/0.8 ML,00074012402,6727.5786,2024-09-18,Humira (AbbVie)
ADALIMUMAB-ADAZ(CF) PEN 40 MG/0.4 ML,61314032720,1592.01806,2024-09-18,Unbranded Adalimumab
HADLIMA(CF) PUSHTOUCH 40 MG/0.4 ML,78206018701,1256.7875,2024-09-18,Hadlima (Organon)
HUMIRA 40 MG/0.8 ML SYRINGE,00074379902,3362.92792,2024-09-18,Humira (AbbVie)
HUMIRA PEN 40 MG/0.8 ML,00074433902,3364.52102,2024-09-18,Humira (AbbVie)
HUMIRA(CF) 20 MG/0.2 ML SYRINGE,00074061602,3367.27556,2024-09-18,Humira (AbbVie)
HUMIRA(CF) PEN CROHN'S-UC-HS STARTER 80 MG/0.8 ML,00074012403,6730.19722,2024-09-18,Humira (AbbVie)
HUMIRA(CF) PEN 40 MG/0.4 ML,00074055402,3363.4365,2024-09-18,Humira (AbbVie)
HUMIRA(CF) PEN 80 MG/0.8 ML,00074012402,6727.5786,2024-09-18,Humira (AbbVie)
HUMIRA(CF) PEN CROHN'S-UC-HS STARTER 80 MG/0.8 ML,00074012403,6730.19722,2024-09-18,Humira (AbbVie)
ADALIMUMAB-ADAZ(CF) PEN 40 MG/0.4 ML,61314032720,1592.01806,2024-09-18,Unbranded Adalimumab
HUMIRA 40 MG/0.8 ML SYRINGE,00074379902,3362.92792,2024-09-18,Humira (AbbVie)
HUMIRA PEN 40 MG/0.8 ML,00074433902,3364.52102,2024-09-18,Humira (AbbVie)
HUMIRA(CF) 40 MG/0.4 ML SYRINGE,00074024302,3363.34455,2024-09-18,Humira (AbbVie)
HUMIRA(CF) 40 MG/0.4 ML SYRINGE,00074024302,3363.34455,2024-09-18,Humira (AbbVie)
HUMIRA(CF) PEN 40 MG/0.4 ML,00074055402,3363.4365,2024-09-18,Humira (AbbVie)
HUMIRA(CF) PEN 40 MG/0.4 ML,00074055402,3363.4365,2024-09-18,Humira (AbbVie)
HUMIRA(CF) PEN 80 MG/0.8 ML,00074012402,6727.5786,2024-09-18,Humira (AbbVie)
HUMIRA(CF) PEN CROHN'S-UC-HS STARTER 80 MG/0.8 ML,00074012403,6730.19722,2024-09-18,Humira (AbbVie)
ADALIMUMAB-ADAZ(CF) PEN 40 MG/0.4 ML,61314032720,1592.01806,2024-09-18,Unbranded Adalimumab
HADLIMA(CF) PUSHTOUCH 40 MG/0.4 ML,78206018701,1256.7875,2024-09-18,Hadlima (Organon)
HUMIRA 40 MG/0.8 ML SYRINGE,00074379902,3362.92792,2024-09-18,Humira (AbbVie)
HUMIRA(CF) 40 MG/0.4 ML SYRINGE,00074024302,3363.34455,2024-09-18,Humira (AbbVie)
HUMIRA PEN 40 MG/0.8 ML,00074433902,3364.52102,2024-09-18,Humira (AbbVie)
HUMIRA(CF) 20 MG/0.2 ML SYRINGE,00074061602,3367.27556,2024-09-18,Humira (AbbVie)
HUMIRA(CF) 20 MG/0.2 ML SYRINGE,00074061602,3367.27556,2024-09-18,Humira (AbbVie)
HUMIRA(CF) 40 MG/0.4 ML SYRINGE,00074024302,3362.50782,2024-10-23,Humira (AbbVie)
HUMIRA(CF) PEN 80 MG/0.8 ML,00074012402,6728.7856,2024-10-23,Humira (AbbVie)
HUMIRA(CF) PEN 40 MG/0.4 ML,00074055402,3363.41173,2024-10-23,Humira (AbbVie)
HUMIRA(CF) PEN CROHN'S-UC-HS STARTER 80 MG/0.8 ML,00074012403,6730.19722,2024-10-23,Humira (AbbVie)
ADALIMUMAB-ADAZ(CF) PEN 40 MG/0.4 ML,61314032720,1592.01806,2024-10-23,Unbranded Adalimumab
HUMIRA(CF) 20 MG/0.2 ML SYRINGE,00074061602,3368.63909,2024-10-23,Humira (AbbVie)
HUMIRA 40 MG/0.8 ML SYRINGE,00074379902,3363.80687,2024-10-23,Humira (AbbVie)
HUMIRA PEN 40 MG/0.8 ML,00074433902,3364.86135,2024-10-23,Humira (AbbVie)
HUMIRA(CF) 40 MG/0.4 ML SYRINGE,00074024302,3362.50782,2024-10-23,Humira (AbbVie)
HUMIRA(CF) PEN 40 MG/0.4 ML,00074055402,3363.41173,2024-10-23,Humira (AbbVie)
HUMIRA(CF) PEN 80 MG/0.8 ML,00074012402,6728.7856,2024-10-23,Humira (AbbVie)
HUMIRA(CF) PEN CROHN'S-UC-HS STARTER 80 MG/0.8 ML,00074012403,6730.19722,2024-10-23,Humira (AbbVie)
HUMIRA(CF) 20 MG/0.2 ML SYRINGE,00074061602,3368.63909,2024-10-23,Humira (AbbVie)
HADLIMA(CF) PUSHTOUCH 40 MG/0.4 ML,78206018701,1258.71932,2024-10-23,Hadlima (Organon)
HUMIRA PEN 40 MG/0.8 ML,00074433902,3364.86135,2024-10-23,Humira (AbbVie)
HUMIRA(CF) 20 MG/0.2 ML SYRINGE,00074061602,3368.63909,2024-10-23,Humira (AbbVie)
HADLIMA(CF) PUSHTOUCH 40 MG/0.4 ML,78206018701,1258.71932,2024-10-23,Hadlima (Organon)
HUMIRA 40 MG/0.8 ML SYRINGE,00074379902,3363.80687,2024-10-23,Humira (AbbVie)
HADLIMA(CF) PUSHTOUCH 40 MG/0.4 ML,78206018701,1258.71932,2024-10-23,Hadlima (Organon)
HUMIRA 40 MG/0.8 ML SYRINGE,00074379902,3363.80687,2024-10-23,Humira (AbbVie)
HUMIRA PEN 40 MG/0.8 ML,00074433902,3364.86135,2024-10-23,Humira (AbbVie)
HUMIRA(CF) 40 MG/0.4 ML SYRINGE,00074024302,3362.50782,2024-10-23,Humira (AbbVie)
HUMIRA(CF) PEN 40 MG/0.4 ML,00074055402,3363.41173,2024-10-23,Humira (AbbVie)
HUMIRA(CF) PEN 80 MG/0.8 ML,00074012402,6728.7856,2024-10-23,Humira (AbbVie)
HUMIRA(CF) PEN CROHN'S-UC-HS STARTER 80 MG/0.8 ML,00074012403,6730.19722,2024-10-23,Humira (AbbVie)
ADALIMUMAB-ADAZ(CF) PEN 40 MG/0.4 ML,61314032720,1592.01806,2024-10-23,Unbranded Adalimumab
ADALIMUMAB-ADAZ(CF) PEN 40 MG/0.4 ML,61314032720,1592.01806,2024-10-23,Unbranded Adalimumab
HUMIRA 40 MG/0.8 ML SYRINGE,00074379902,3363.80687,2024-10-23,Humira (AbbVie)
HUMIRA PEN 40 MG/0.8 ML,00074433902,3364.86135,2024-10-23,Humira (AbbVie)
HUMIRA(CF) 20 MG/0.2 ML SYRINGE,00074061602,3368.63909,2024-10-23,Humira (AbbVie)
HUMIRA(CF) 40 MG/0.4 ML SYRINGE,00074024302,3362.50782,2024-10-23,Humira (AbbVie)
HUMIRA(CF) PEN 40 MG/0.4 ML,00074055402,3363.41173,2024-10-23,Humira (AbbVie)
HUMIRA(CF) PEN 80 MG/0.8 ML,00074012402,6728.7856,2024-10-23,Humira (AbbVie)
ADALIMUMAB-ADAZ(CF) PEN 40 MG/0.4 ML,61314032720,1592.01806,2024-10-23,Unbranded Adalimumab
HADLIMA(CF) PUSHTOUCH 40 MG/0.4 ML,78206018701,1258.71932,2024-10-23,Hadlima (Organon)
HUMIRA(CF) PEN CROHN'S-UC-HS STARTER 80 MG/0.8 ML,00074012403,6730.19722,2024-10-23,Humira (AbbVie)
HADLIMA(CF) PUSHTOUCH 40 MG/0.4 ML,78206018701,1258.71932,2024-11-20,Hadlima (Organon)
HUMIRA 40 MG/0.8 ML SYRINGE,00074379902,3361.4653,2024-11-20,Humira (AbbVie)
HUMIRA PEN 40 MG/0.8 ML,00074433902,3364.945,2024-11-20,Humira (AbbVie)
HUMIRA(CF) 20 MG/0.2 ML SYRINGE,00074061602,3368.0255,2024-11-20,Humira (AbbVie)
HUMIRA(CF) PEN 40 MG/0.4 ML,00074055402,3362.47539,2024-11-20,Humira (AbbVie)
HUMIRA(CF) PEN 80 MG/0.8 ML,00074012402,6726.58375,2024-11-20,Humira (AbbVie)
HUMIRA(CF) PEN CROHN'S-UC-HS STARTER 80 MG/0.8 ML,00074012403,6730.19722,2024-11-20,Humira (AbbVie)
HUMIRA 40 MG/0.8 ML SYRINGE,00074379902,3361.4653,2024-11-20,Humira (AbbVie)
HADLIMA(CF) PUSHTOUCH 40 MG/0.4 ML,78206018701,1258.71932,2024-11-20,Hadlima (Organon)
HUMIRA PEN 40 MG/0.8 ML,00074433902,3364.945,2024-11-20,Humira (AbbVie)
HUMIRA(CF) 20 MG/0.2 ML SYRINGE,00074061602,3368.0255,2024-11-20,Humira (AbbVie)
HUMIRA(CF) 40 MG/0.4 ML SYRINGE,00074024302,3361.36598,2024-11-20,Humira (AbbVie)
HUMIRA(CF) PEN 40 MG/0.4 ML,00074055402,3362.47539,2024-11-20,Humira (AbbVie)
ADALIMUMAB-ADAZ(CF) PEN 40 MG/0.4 ML,61314032720,1589.95972,2024-11-20,Unbranded Adalimumab
HUMIRA(CF) PEN CROHN'S-UC-HS STARTER 80 MG/0.8 ML,00074012403,6730.19722,2024-11-20,Humira (AbbVie)
ADALIMUMAB-ADAZ(CF) PEN 40 MG/0.4 ML,61314032720,1589.95972,2024-11-20,Unbranded Adalimumab
HUMIRA(CF) PEN 80 MG/0.8 ML,00074012402,6726.58375,2024-11-20,Humira (AbbVie)
HUMIRA(CF) 40 MG/0.4 ML SYRINGE,00074024302,3361.36598,2024-11-20,Humira (AbbVie)
HUMIRA(CF) PEN 80 MG/0.8 ML,00074012402,6726.58375,2024-11-20,Humira (AbbVie)
HUMIRA(CF) PEN CROHN'S-UC-HS STARTER 80 MG/0.8 ML,00074012403,6730.19722,2024-11-20,Humira (AbbVie)
ADALIMUMAB-ADAZ(CF) PEN 40 MG/0.4 ML,61314032720,1589.95972,2024-11-20,Unbranded Adalimumab
HADLIMA(CF) PUSHTOUCH 40 MG/0.4 ML,78206018701,1258.71932,2024-11-20,Hadlima (Organon)
HUMIRA PEN 40 MG/0.8 ML,00074433902,3364.945,2024-11-20,Humira (AbbVie)
HUMIRA(CF) 20 MG/0.2 ML SYRINGE,00074061602,3368.0255,2024-11-20,Humira (AbbVie)
HUMIRA(CF) 40 MG/0.4 ML SYRINGE,00074024302,3361.36598,2024-11-20,Humira (AbbVie)
HUMIRA(CF) PEN 40 MG/0.4 ML,00074055402,3362.47539,2024-11-20,Humira (AbbVie)
HUMIRA(CF) PEN 80 MG/0.8 ML,00074012402,6726.58375,2024-11-20,Humira (AbbVie)
HUMIRA 40 MG/0.8 ML SYRINGE,00074379902,3361.4653,2024-11-20,Humira (AbbVie)
ADALIMUMAB-ADAZ(CF) PEN 40 MG/0.4 ML,61314032720,1589.95972,2024-11-20,Unbranded Adalimumab
HADLIMA(CF) PUSHTOUCH 40 MG/0.4 ML,78206018701,1258.71932,2024-11-20,Hadlima (Organon)
HUMIRA 40 MG/0.8 ML SYRINGE,00074379902,3361.4653,2024-11-20,Humira (AbbVie)
HUMIRA PEN 40 MG/0.8 ML,00074433902,3364.945,2024-11-20,Humira (AbbVie)
HUMIRA(CF) 20 MG/0.2 ML SYRINGE,00074061602,3368.0255,2024-11-20,Humira (AbbVie)
HUMIRA(CF) 40 MG/0.4 ML SYRINGE,00074024302,3361.36598,2024-11-20,Humira (AbbVie)
HUMIRA(CF) PEN CROHN'S-UC-HS STARTER 80 MG/0.8 ML,00074012403,6730.19722,2024-11-20,Humira (AbbVie)
HUMIRA(CF) PEN 40 MG/0.4 ML,00074055402,3362.47539,2024-11-20,Humira (AbbVie)
HUMIRA 40 MG/0.8 ML SYRINGE,00074379902,3361.23071,2024-12-18,Humira (AbbVie)
HUMIRA(CF) PEN 40 MG/0.4 ML,00074055402,3362.67816,2024-12-18,Humira (AbbVie)
HUMIRA(CF) 40 MG/0.4 ML SYRINGE,00074024302,3360.88184,2024-12-18,Humira (AbbVie)
HUMIRA(CF) 20 MG/0.2 ML SYRINGE,00074061602,3348.5775,2024-12-18,Humira (AbbVie)
HUMIRA PEN 40 MG/0.8 ML,00074433902,3362.3046,2024-12-18,Humira (AbbVie)
HUMIRA 40 MG/0.8 ML SYRINGE,00074379902,3361.23071,2024-12-18,Humira (AbbVie)
CYLTEZO(CF) PEN 40 MG/0.8 ML,00597037597,3202.8075,2024-12-18,Cyltezo (Boehringer)
HADLIMA(CF) 40 MG/0.4 ML SYRINGE,78206018601,1256.4025,2024-12-18,Hadlima (Organon)
HADLIMA(CF) 40 MG/0.4 ML SYRINGE,78206018601,1256.4025,2024-12-18,Hadlima (Organon)
HADLIMA(CF) PUSHTOUCH 40 MG/0.4 ML,78206018701,1259.24792,2024-12-18,Hadlima (Organon)
HUMIRA(CF) PEN 80 MG/0.8 ML,00074012402,6728.00209,2024-12-18,Humira (AbbVie)
HADLIMA(CF) PUSHTOUCH 40 MG/0.4 ML,78206018701,1259.24792,2024-12-18,Hadlima (Organon)
HUMIRA(CF) PEN CROHN'S-UC-HS STARTER 80 MG/0.8 ML,00074012403,6692.61151,2024-12-18,Humira (AbbVie)
HUMIRA(CF) 40 MG/0.4 ML SYRINGE,00074024302,3360.88184,2024-12-18,Humira (AbbVie)
ADALIMUMAB-ADAZ(CF) PEN 40 MG/0.4 ML,61314032720,1590.28426,2024-12-18,Unbranded Adalimumab
CYLTEZO(CF) PEN 40 MG/0.8 ML,00597037597,3202.8075,2024-12-18,Cyltezo (Boehringer)
HADLIMA(CF) 40 MG/0.4 ML SYRINGE,78206018601,1256.4025,2024-12-18,Hadlima (Organon)
HADLIMA(CF) PUSHTOUCH 40 MG/0.4 ML,78206018701,1259.24792,2024-12-18,Hadlima (Organon)
HUMIRA 40 MG/0.8 ML SYRINGE,00074379902,3361.23071,2024-12-18,Humira (AbbVie)
HUMIRA PEN 40 MG/0.8 ML,00074433902,3362.3046,2024-12-18,Humira (AbbVie)
HUMIRA(CF) 20 MG/0.2 ML SYRINGE,00074061602,3348.5775,2024-12-18,Humira (AbbVie)
HUMIRA(CF) PEN 40 MG/0.4 ML,00074055402,3362.67816,2024-12-18,Humira (AbbVie)
HUMIRA(CF) PEN 80 MG/0.8 ML,00074012402,6728.00209,2024-12-18,Humira (AbbVie)
HUMIRA(CF) PEN CROHN'S-UC-HS STARTER 80 MG/0.8 ML,00074012403,6692.61151,2024-12-18,Humira (AbbVie)
HUMIRA(CF) PEN PS-UV-ADOL HS START 80 MG/0.8 ML-40 MG/0.4 ML,00074153903,4441.46944,2024-12-18,Humira (AbbVie)
ADALIMUMAB-ADAZ(CF) PEN 40 MG/0.4 ML,61314032720,1590.28426,2024-12-18,Unbranded Adalimumab
HUMIRA PEN 40 MG/0.8 ML,00074433902,3362.3046,2024-12-18,Humira (AbbVie)
